,Type,Date,Ship Date,Deliv Date,Terms,Due Date,Num,P. O. #,Name,Qty,Invoiced,Backordered,Amount,Item,Rep,Open Balance,Inventory Site
Inventory,,,,,,,,,,,,,,,,,
Accessory,,,,,,,,,,,,,,,,,
DDR5-32GB-56WT-SM,,,,,,,,,,,,,,,,,
,Sales Order,09/04/2025,11/14/2025,,Prepay,09/04/2025,SO-20251259,405,Candela Technologies Inc.,2,0,2,546,Memory Module:DDR5-32GB-56WT-SM,A800,546,WH01S-NTA
Total DDR5-32GB-56WT-SM,,,,,,,,,,2,0,2,546,,,546,
DDR5-8GB-48-SM,,,,,,,,,,,,,,,,,
,Sales Order,09/04/2025,10/15/2025,,Net 30,10/04/2025,SO-20251254,46506800,Lightning Pick | Matthews International,5,0,5,340,Memory Module:DDR5-8GB-48-SM,A689,340,WH01S-NTA
Total DDR5-8GB-48-SM,,,,,,,,,,5,0,5,340,,,340,
DDR5-8GB-56-SM,,,,,,,,,,,,,,,,,
,Sales Order,09/26/2025,12/31/2025,,Net 30,10/26/2025,SO-20251362,46516492,Lightning Pick | Matthews International,3,0,3,213,Memory Module:DDR5-8GB-56-SM,A689,213,WH01S-NTA
Total DDR5-8GB-56-SM,,,,,,,,,,3,0,3,213,,,213,
DDR5-8GB-WT48-IK,,,,,,,,,,,,,,,,,
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251391,QTD_IES_2508263,Intelligent Energy Systems,2,0,2,160,Memory Module:DDR5-8GB-WT48-IK,A800,160,WH01S-NTA
Total DDR5-8GB-WT48-IK,,,,,,,,,,2,0,2,160,,,160,
RDDR4-64GB-ECC32-SM,,,,,,,,,,,,,,,,,
,Sales Order,08/15/2025,10/23/2025,,Prepay,08/15/2025,SO-20251167,PO5382,"Dexterity, Inc.",2,0,2,920,Memory Module:RDDR4-64GB-ECC32-SM,A800,920,WH01S-NTA
Total RDDR4-64GB-ECC32-SM,,,,,,,,,,2,0,2,920,,,920,
Total Memory Module,,,,,,,,,,740,0,740,95763,,,95763,
MezIO,,,,,,,,,,,,,,,,,
MezIO-V20,,,,,,,,,,,,,,,,,
,Sales Order,07/22/2025,09/11/2025,,Net 30,08/21/2025,SO-20251027,83150,MEDATech Engineering Services Ltd.,4,0,4,160,MezIO:MezIO-V20,A702,160,WH01S-NTA
,Sales Order,07/25/2025,09/17/2025,,Net 30,08/24/2025,SO-20251067,310P062116,"Flanders Electric Motor Service, LLC(IN)",2,0,2,80,MezIO:MezIO-V20,A702,80,WH01S-NTA
,Sales Order,09/05/2025,10/24/2025,,Prepay,09/05/2025,SO-20251265,14648,The Alliance,1,0,1,40,MezIO:MezIO-V20,A800,40,WH01S-NTA
,Sales Order,09/16/2025,10/31/2025,,Prepay,09/16/2025,SO-20251311,14666,The Alliance,10,0,10,400,MezIO:MezIO-V20,A800,400,WH01S-NTA
,Sales Order,09/26/2025,12/31/2025,,Net 30,10/26/2025,SO-20251366,PO070225,"FireFly Automatix, Inc.",6,0,6,240,MezIO:MezIO-V20,A802,240,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251391,QTD_IES_2508263,Intelligent Energy Systems,2,0,2,80,MezIO:MezIO-V20,A800,80,WH01S-NTA
Total MezIO-V20,,,,,,,,,,25,0,25,1000,,,1000,
Total MezIO,,,,,,,,,,25,0,25,1000,,,1000,
Mounting Kit,,,,,,,,,,,,,,,,,
DINRAIL-O,,,,,,,,,,,,,,,,,
,Sales Order,09/03/2025,10/20/2025,,Net 45,10/18/2025,SO-20251250,7000610874,Boston Scientific,1,0,1,20,Mounting Kit:DINRAIL-O,A689,20,WH01S-NTA
,Sales Order,09/03/2025,10/08/2025,,Prepay,09/03/2025,SO-20251251,32539,RIDGELINE ENGINEERING CO.,3,0,3,60,Mounting Kit:DINRAIL-O,A800,60,WH01S-NTA
,Sales Order,09/05/2025,10/24/2025,,Net 30,10/05/2025,SO-20251260,58059,"INFLEXION POINT, LLC",20,0,20,400,Mounting Kit:DINRAIL-O,A777,400,WH01S-NTA
,Sales Order,09/09/2025,10/21/2025,,Net 45,10/24/2025,SO-20251283,7000612884,Boston Scientific,3,0,3,60,Mounting Kit:DINRAIL-O,A689,60,WH01S-NTA
,Sales Order,09/11/2025,10/10/2025,,Prepay,09/11/2025,SO-20251295,32592,RIDGELINE ENGINEERING CO.,1,0,1,20,Mounting Kit:DINRAIL-O,A800,20,WH01S-NTA
,Sales Order,09/18/2025,10/15/2025,,Net 45,11/02/2025,SO-20251324,7000615510,Boston Scientific,1,0,1,20,Mounting Kit:DINRAIL-O,A689,20,WH01S-NTA
,Sales Order,09/18/2025,10/15/2025,,Net 45,11/02/2025,SO-20251323,7000615796,Boston Scientific,1,0,1,20,Mounting Kit:DINRAIL-O,A689,20,WH01S-NTA
,Sales Order,09/18/2025,10/24/2025,,Net 45,11/02/2025,SO-20251325,7000615802,Boston Scientific,4,0,4,80,Mounting Kit:DINRAIL-O,A689,80,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Net 45,11/14/2025,SO-20251393,7000618386,Boston Scientific,1,0,1,20,Mounting Kit:DINRAIL-O,A689,20,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Net 45,11/14/2025,SO-20251395,7000620183,Boston Scientific,1,0,1,20,Mounting Kit:DINRAIL-O,A689,20,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Net 45,11/14/2025,SO-20251394,7000619548,Boston Scientific,2,0,2,40,Mounting Kit:DINRAIL-O,A689,40,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Net 30,10/30/2025,SO-20251399,452186,PaR SYSTEMS LLC,1,0,1,20,Mounting Kit:DINRAIL-O,A689,20,WH01S-NTA
Total DINRAIL-O,,,,,,,,,,39,0,39,780,,,780,
Dmpbr-Nuvo5000_7000,,,,,,,,,,,,,,,,,
,Sales Order,07/25/2025,09/17/2025,,Net 30,08/24/2025,SO-20251067,310P062116,"Flanders Electric Motor Service, LLC(IN)",2,0,2,40,Mounting Kit:Dmpbr-Nuvo5000_7000,A702,40,WH01S-NTA
Total Dmpbr-Nuvo5000_7000,,,,,,,,,,2,0,2,40,,,40,
Dmpbr-Nuvo9160,,,,,,,,,,,,,,,,,
,Sales Order,09/19/2025,12/31/2025,,Net 30,10/19/2025,SO-20251333,8000,Monteris Medical,5,0,5,175,Mounting Kit:Dmpbr-Nuvo9160,A689,175,WH01S-NTA
Total Dmpbr-Nuvo9160,,,,,,,,,,5,0,5,175,,,175,
Wmkit-H-Nuvo9501,,,,,,,,,,,,,,,,,
,Sales Order,09/10/2025,10/03/2025,,Prepay,09/10/2025,SO-20251286, QTD_PeakWiFi_250909,"Peak WiFi, LLC",1,0,1,10,Mounting Kit:Wmkit-H-Nuvo9501,A800,10,WH01S-NTA
Total Wmkit-H-Nuvo9501,,,,,,,,,,1,0,1,10,,,10,
Wmkit-H-POC300_400,,,,,,,,,,,,,,,,,
,Sales Order,09/05/2025,10/24/2025,,Prepay,09/05/2025,SO-20251265,14648,The Alliance,1,0,1,8,Mounting Kit:Wmkit-H-POC300_400,A800,8,WH01S-NTA
,Sales Order,09/16/2025,10/31/2025,,Prepay,09/16/2025,SO-20251311,14666,The Alliance,10,0,10,80,Mounting Kit:Wmkit-H-POC300_400,A800,80,WH01S-NTA
Total Wmkit-H-POC300_400,,,,,,,,,,11,0,11,88,,,88,
Wmkit-H-POC500,,,,,,,,,,,,,,,,,
,Sales Order,07/22/2025,09/11/2025,,Net 30,08/21/2025,SO-20251027,83150,MEDATech Engineering Services Ltd.,4,0,4,48,Mounting Kit:Wmkit-H-POC500,A702,48,WH01S-NTA
,Sales Order,09/04/2025,10/15/2025,,Net 30,10/04/2025,SO-20251254,46506800,Lightning Pick | Matthews International,5,0,5,60,Mounting Kit:Wmkit-H-POC500,A689,60,WH01S-NTA
,Sales Order,09/22/2025,10/17/2025,,Net 30,10/22/2025,SO-20251338,PO_5856,"ACR-Advanced Construction Robotics, Inc.",1,0,1,12,Mounting Kit:Wmkit-H-POC500,A702,12,WH01S-NTA
,Sales Order,09/26/2025,12/31/2025,,Net 30,10/26/2025,SO-20251362,46516492,Lightning Pick | Matthews International,3,0,3,36,Mounting Kit:Wmkit-H-POC500,A689,36,WH01S-NTA
Total Wmkit-H-POC500,,,,,,,,,,13,0,13,156,,,156,
Wmkit-NRU-50,,,,,,,,,,,,,,,,,
,Sales Order,09/29/2025,12/31/2025,,Prepay,09/29/2025,SO-20251381,PO18348,IRD- International Road Dynamics Inc.,3,0,3,36,Mounting Kit:Wmkit-NRU-50,A702,36,WH01S-NTA
Total Wmkit-NRU-50,,,,,,,,,,3,0,3,36,,,36,
Wmkit-POC465AWP,,,,,,,,,,,,,,,,,
,Sales Order,09/26/2025,12/31/2025,,Prepay,09/26/2025,SO-20251367,PO-16732,Maritime Applied Physics Corporation,10,0,10,120,Mounting Kit:Wmkit-POC465AWP,A777,120,WH01S-NTA
,Sales Order,09/26/2025,12/31/2025,,Prepay,09/26/2025,SO-20251368,PO-16732,Maritime Applied Physics Corporation,30,0,30,360,Mounting Kit:Wmkit-POC465AWP,A777,360,WH01S-NTA
Total Wmkit-POC465AWP,,,,,,,,,,40,0,40,480,,,480,
Wmkit-V-POC300_400,,,,,,,,,,,,,,,,,
,Sales Order,08/25/2025,10/15/2025,,Net 30,09/24/2025,SO-20251205,PO_5769,"ACR-Advanced Construction Robotics, Inc.",6,0,6,48,Mounting Kit:Wmkit-V-POC300_400,A702,48,WH01S-NTA
Total Wmkit-V-POC300_400,,,,,,,,,,6,0,6,48,,,48,
Wmkit-V-POC500,,,,,,,,,,,,,,,,,
,Sales Order,09/16/2025,10/24/2025,,Net 30,10/16/2025,SO-20251314,46247,"Next Imaging, DBA 1stVision Inc.",2,0,2,16,Mounting Kit:Wmkit-V-POC500,A702,16,WH01S-NTA
Total Wmkit-V-POC500,,,,,,,,,,2,0,2,16,,,16,
Total Mounting Kit,,,,,,,,,,122,0,122,1829,,,1829,
NRU Series,,,,,,,,,,,,,,,,,
AC-IMX390-H120,,,,,,,,,,,,,,,,,
,Sales Order,09/29/2025,12/31/2025,,Prepay,09/29/2025,SO-20251371, 0049NEO-IBC260925,NuPort Robotics,2,0,2,1194,NRU Series:AC-IMX390-H120,A702,1194,WH01S-NTA
Total AC-IMX390-H120,,,,,,,,,,2,0,2,1194,,,1194,
AC-IMX390-H190,,,,,,,,,,,,,,,,,
,Sales Order,08/27/2025,10/15/2025,,Prepay,08/27/2025,SO-20251222,QTD_ScoutAI_2508085,Scout AI Inc,12,0,12,7164,NRU Series:AC-IMX390-H190,A800,7164,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251385,QTD_ScoutAI_2509262,Scout AI Inc,12,0,12,7164,NRU Series:AC-IMX390-H190,A800,7164,WH01S-NTA
Total AC-IMX390-H190,,,,,,,,,,24,0,24,14328,,,14328,
AC-IMX390-H60,,,,,,,,,,,,,,,,,
,Sales Order,09/29/2025,12/31/2025,,Prepay,09/29/2025,SO-20251371, 0049NEO-IBC260925,NuPort Robotics,1,0,1,597,NRU Series:AC-IMX390-H60,A702,597,WH01S-NTA
Total AC-IMX390-H60,,,,,,,,,,1,0,1,597,,,597,
AC-IMX490-H120,,,,,,,,,,,,,,,,,
,Sales Order,06/25/2025,08/06/2025,,Prepay,06/25/2025,SO-20250911,QTD_Rotor_250623,"Rotor Technologies, Inc.",1,0,1,810,NRU Series:AC-IMX490-H120,A702,810,WH01S-NTA
,Sales Order,08/27/2025,10/15/2025,,Prepay,08/27/2025,SO-20251222,QTD_ScoutAI_2508085,Scout AI Inc,1,0,1,870,NRU Series:AC-IMX490-H120,A800,870,WH01S-NTA
Total AC-IMX490-H120,,,,,,,,,,2,0,2,1680,,,1680,
AC-IMX490-H60,,,,,,,,,,,,,,,,,
,Sales Order,08/27/2025,10/15/2025,,Prepay,08/27/2025,SO-20251222,QTD_ScoutAI_2508085,Scout AI Inc,1,0,1,870,NRU Series:AC-IMX490-H60,A800,870,WH01S-NTA
Total AC-IMX490-H60,,,,,,,,,,1,0,1,870,,,870,
AC-ISX031-H190,,,,,,,,,,,,,,,,,
,Sales Order,07/28/2025,07/31/2025,,Prepay,07/28/2025,SO-20251070,"AI-001748, AI-001749","Applied Intuition, Inc.",14,0,14,6874,NRU Series:AC-ISX031-H190,A800,6874,WH01S-NTA
,Sales Order,08/25/2025,09/17/2025,,"40% deposit, 60% Due-on-Receipt",08/30/2025,SO-20251202,4500047959,"Hyundai America Technical Center, Inc.",3,0,3,1605,NRU Series:AC-ISX031-H190,A702,1605,WH01S-NTA
Total AC-ISX031-H190,,,,,,,,,,17,0,17,8479,,,8479,
AC-ISX031-H60,,,,,,,,,,,,,,,,,
,Sales Order,09/24/2025,10/24/2025,,Prepay,09/24/2025,SO-20251353,QTD_CERL_250916,CERL-Construction Engineering Research La,3,0,3,1584,NRU Series:AC-ISX031-H60,A689,1584,WH01S-NTA
Total AC-ISX031-H60,,,,,,,,,,3,0,3,1584,,,1584,
Cbl-FAKRA-ZFM-ZFM-12M,,,,,,,,,,,,,,,,,
,Sales Order,09/24/2025,10/24/2025,,Prepay,09/24/2025,SO-20251353,QTD_CERL_250916,CERL-Construction Engineering Research La,1,0,1,51,NRU Series:Cbl-FAKRA-ZFM-ZFM-12M,A689,51,WH01S-NTA
Total Cbl-FAKRA-ZFM-ZFM-12M,,,,,,,,,,1,0,1,51,,,51,
Cblkit-BP-NRU-230V-AWP,,,,,,,,,,,,,,,,,
,Sales Order,07/01/2025,09/30/2025,,Prepay,07/01/2025,SO-20250935,"AI-001532, AI-001533","Applied Intuition, Inc.",25,0,25,10225,NRU Series:Cblkit-BP-NRU-230V-AWP,A800,10225,WH01S-NTA
,Sales Order,07/01/2025,10/08/2025,,Prepay,07/01/2025,SO-20250936,"AI-001536, AI-001537","Applied Intuition, Inc.",25,0,25,10225,NRU Series:Cblkit-BP-NRU-230V-AWP,A800,10225,WH01S-NTA
,Sales Order,08/05/2025,10/22/2025,,Prepay,08/05/2025,SO-20251113,AI-001848,"Applied Intuition, Inc.",25,0,25,10225,NRU Series:Cblkit-BP-NRU-230V-AWP,A800,10225,WH01S-NTA
,Sales Order,08/05/2025,10/14/2025,,Prepay,08/05/2025,SO-20251111,PC12084709,NASA-Johnson Space Center,1,0,1,409,NRU Series:Cblkit-BP-NRU-230V-AWP,A689,409,WH01S-NTA
,Sales Order,08/07/2025,10/14/2025,,Prepay,08/07/2025,SO-20251126,PF6264,Sanctuary Cognitive Systems Corporation,2,0,2,818,NRU Series:Cblkit-BP-NRU-230V-AWP,A702,818,WH01S-NTA
,Sales Order,08/22/2025,10/15/2025,,Net 30,09/21/2025,SO-20251196,1034004374,FEV North America Inc.,1,0,1,409,NRU Series:Cblkit-BP-NRU-230V-AWP,A702,409,WH01S-NTA
Total Cblkit-BP-NRU-230V-AWP,,,,,,,,,,79,0,79,32311,,,32311,
Cblkit-FP-NRU-230V-AWP_NRU-240S,,,,,,,,,,,,,,,,,
,Sales Order,06/25/2025,08/06/2025,,Prepay,06/25/2025,SO-20250911,QTD_Rotor_250623,"Rotor Technologies, Inc.",2,0,2,484,NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S,A702,484,WH01S-NTA
,Sales Order,07/01/2025,09/30/2025,,Prepay,07/01/2025,SO-20250935,"AI-001532, AI-001533","Applied Intuition, Inc.",25,0,25,6050,NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S,A800,6050,WH01S-NTA
,Sales Order,07/01/2025,10/08/2025,,Prepay,07/01/2025,SO-20250936,"AI-001536, AI-001537","Applied Intuition, Inc.",25,0,25,6050,NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S,A800,6050,WH01S-NTA
,Sales Order,08/05/2025,10/22/2025,,Prepay,08/05/2025,SO-20251113,AI-001848,"Applied Intuition, Inc.",25,0,25,6050,NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S,A800,6050,WH01S-NTA
,Sales Order,08/05/2025,10/14/2025,,Prepay,08/05/2025,SO-20251111,PC12084709,NASA-Johnson Space Center,1,0,1,242,NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S,A689,242,WH01S-NTA
,Sales Order,08/07/2025,10/14/2025,,Prepay,08/07/2025,SO-20251126,PF6264,Sanctuary Cognitive Systems Corporation,2,0,2,484,NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S,A702,484,WH01S-NTA
,Sales Order,08/22/2025,10/15/2025,,Net 30,09/21/2025,SO-20251196,1034004374,FEV North America Inc.,1,0,1,260,NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S,A702,260,WH01S-NTA
Total Cblkit-FP-NRU-230V-AWP_NRU-240S,,,,,,,,,,81,0,81,19620,,,19620,
Cblkit-NRU-162S-AWP,,,,,,,,,,,,,,,,,
,Sales Order,07/24/2025,10/14/2025,,Prepay,07/24/2025,SO-20251053,4500046624,Rheinmetall Canada Inc.,1,0,1,192,NRU Series:Cblkit-NRU-162S-AWP,A702,192,WH01S-NTA
Total Cblkit-NRU-162S-AWP,,,,,,,,,,1,0,1,192,,,192,
Cblkit-NRU-171V-PPC,,,,,,,,,,,,,,,,,
,Sales Order,09/22/2025,01/02/2026,,Prepay,09/22/2025,SO-20251343,QTD_CERL_2509173,CERL-Construction Engineering Research La,1,0,1,315,NRU Series:Cblkit-NRU-171V-PPC,A689,315,WH01S-NTA
Total Cblkit-NRU-171V-PPC,,,,,,,,,,1,0,1,315,,,315,
Cblkit-NRU-172S-PPC,,,,,,,,,,,,,,,,,
,Sales Order,08/18/2025,10/08/2025,,Prepay,08/18/2025,SO-20251172,QTD_CTA_2508132,Centre de technologies avanc嶪s BRP- CTA,1,0,1,182,NRU Series:Cblkit-NRU-172S-PPC,A702,182,WH01S-NTA
Total Cblkit-NRU-172S-PPC,,,,,,,,,,1,0,1,182,,,182,
FK-FF-CABLE-7M,,,,,,,,,,,,,,,,,
,Sales Order,09/24/2025,10/24/2025,,Prepay,09/24/2025,SO-20251353,QTD_CERL_250916,CERL-Construction Engineering Research La,1,0,1,25,NRU Series:FK-FF-CABLE-7M,A689,25,WH01S-NTA
Total FK-FF-CABLE-7M,,,,,,,,,,1,0,1,25,,,25,
FPnl-3Ant-NRU-170-PPC series,,,,,,,,,,,,,,,,,
,Sales Order,09/22/2025,01/02/2026,,Prepay,09/22/2025,SO-20251343,QTD_CERL_2509173,CERL-Construction Engineering Research La,1,0,1,45,NRU Series:FPnl-3Ant-NRU-170-PPC series,A689,45,WH01S-NTA
Total FPnl-3Ant-NRU-170-PPC series,,,,,,,,,,1,0,1,45,,,45,
FPnl-5Ant-NRU230V-AWP,,,,,,,,,,,,,,,,,
,Sales Order,08/05/2025,10/14/2025,,Prepay,08/05/2025,SO-20251111,PC12084709,NASA-Johnson Space Center,1,0,1,83,NRU Series:FPnl-5Ant-NRU230V-AWP,A689,83,WH01S-NTA
Total FPnl-5Ant-NRU230V-AWP,,,,,,,,,,1,0,1,83,,,83,
GC-J-A64GB-O-Industrial-Nvidia,,,,,,,,,,,,,,,,,
,Sales Order,08/27/2025,10/15/2025,,Prepay,08/27/2025,SO-20251222,QTD_ScoutAI_2508085,Scout AI Inc,7,0,7,21770,NRU Series:GC-J-A64GB-O-Industrial-Nvidia,A800,21770,WH01S-NTA
Total GC-J-A64GB-O-Industrial-Nvidia,,,,,,,,,,7,0,7,21770,,,21770,
GC-Jetson-AGX32GB-Orin-Nvidia,,,,,,,,,,,,,,,,,
,Sales Order,06/25/2025,08/06/2025,,Prepay,06/25/2025,SO-20250911,QTD_Rotor_250623,"Rotor Technologies, Inc.",2,0,2,2500,NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia,A702,2500,WH01S-NTA
,Sales Order,08/18/2025,10/08/2025,,Net 60,10/17/2025,SO-20251169,612452,"Uber Technologies, Inc.",20,0,20,25000,NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia,A800,25000,WH01S-NTA
,Sales Order,08/19/2025,10/17/2025,,Net 60,10/18/2025,SO-20251175,612452,"Uber Technologies, Inc.",20,0,20,25000,NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia,A800,25000,WH01S-NTA
,Sales Order,08/19/2025,10/24/2025,,Net 60,10/18/2025,SO-20251176,612452,"Uber Technologies, Inc.",20,0,20,25000,NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia,A800,25000,WH01S-NTA
,Sales Order,08/19/2025,10/24/2025,,Net 60,10/18/2025,SO-20251177,612452,"Uber Technologies, Inc.",20,0,20,25000,NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia,A800,25000,WH01S-NTA
,Sales Order,08/19/2025,11/14/2025,,Net 60,10/18/2025,SO-20251179,612452,"Uber Technologies, Inc.",20,0,20,25000,NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia,A800,25000,WH01S-NTA
,Sales Order,08/19/2025,11/14/2025,,Net 60,10/18/2025,SO-20251178,612452,"Uber Technologies, Inc.",25,0,25,31250,NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia,A800,31250,WH01S-NTA
,Sales Order,09/26/2025,10/14/2025,,Prepay,09/26/2025,SO-20251369,165320,"Northbay Networks, Inc.",4,0,4,5000,NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia,A800,5000,WH01S-NTA
Total GC-Jetson-AGX32GB-Orin-Nvidia,,,,,,,,,,131,0,131,163750,,,163750,
GC-Jetson-AGX64GB-Orin-Nvidia,,,,,,,,,,,,,,,,,
,Sales Order,08/05/2025,10/14/2025,,Prepay,08/05/2025,SO-20251111,PC12084709,NASA-Johnson Space Center,1,0,1,2405,NRU Series:GC-Jetson-AGX64GB-Orin-Nvidia,A689,2405,WH01S-NTA
,Sales Order,08/07/2025,10/14/2025,,Prepay,08/07/2025,SO-20251126,PF6264,Sanctuary Cognitive Systems Corporation,2,0,2,4752,NRU Series:GC-Jetson-AGX64GB-Orin-Nvidia,A702,4752,WH01S-NTA
,Sales Order,08/27/2025,10/15/2025,,Prepay,08/27/2025,SO-20251222,QTD_ScoutAI_2508085,Scout AI Inc,9,0,9,21375,NRU Series:GC-Jetson-AGX64GB-Orin-Nvidia,A800,21375,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251385,QTD_ScoutAI_2509262,Scout AI Inc,8,0,8,18000,NRU Series:GC-Jetson-AGX64GB-Orin-Nvidia,A800,18000,WH01S-NTA
Total GC-Jetson-AGX64GB-Orin-Nvidia,,,,,,,,,,20,0,20,46532,,,46532,
GC-Jetson-NX16G-Orin-Nvidia,,,,,,,,,,,,,,,,,
,Sales Order,07/24/2025,10/14/2025,,Prepay,07/24/2025,SO-20251053,4500046624,Rheinmetall Canada Inc.,1,0,1,830,NRU Series:GC-Jetson-NX16G-Orin-Nvidia,A702,830,WH01S-NTA
Total GC-Jetson-NX16G-Orin-Nvidia,,,,,,,,,,1,0,1,830,,,830,
NRU-120S-AGX32G,,,,,,,,,,,,,,,,,
,Sales Order,09/05/2025,10/17/2025,,Prepay,09/05/2025,SO-20251262,PO18039,IRD- International Road Dynamics Inc.,4,0,4,8068,NRU Series:NRU-120S-AGX32G,A702,8068,WH01S-NTA
,Sales Order,09/10/2025,10/24/2025,,Prepay,09/10/2025,SO-20251287,PO18173,IRD- International Road Dynamics Inc.,1,0,1,2017,NRU Series:NRU-120S-AGX32G,A702,2017,WH01S-NTA
Total NRU-120S-AGX32G,,,,,,,,,,5,0,5,10085,,,10085,
NRU-162S-AWP-RH(EA),,,,,,,,,,,,,,,,,
,Sales Order,07/24/2025,10/14/2025,,Prepay,07/24/2025,SO-20251053,4500046624,Rheinmetall Canada Inc.,1,0,1,838,NRU Series:NRU-162S-AWP-RH(EA),A702,838,WH01S-NTA
Total NRU-162S-AWP-RH(EA),,,,,,,,,,1,0,1,838,,,838,
NRU-171V-PPC-JON16-NS,,,,,,,,,,,,,,,,,
,Sales Order,09/22/2025,01/02/2026,,Prepay,09/22/2025,SO-20251343,QTD_CERL_2509173,CERL-Construction Engineering Research La,1,0,1,2310,NRU Series:NRU-171V-PPC-JON16-NS,A689,2310,WH01S-NTA
Total NRU-171V-PPC-JON16-NS,,,,,,,,,,1,0,1,2310,,,2310,
NRU-172S-PPC-JON16-NS,,,,,,,,,,,,,,,,,
,Sales Order,08/18/2025,10/08/2025,,Prepay,08/18/2025,SO-20251172,QTD_CTA_2508132,Centre de technologies avanc嶪s BRP- CTA,1,0,1,2136,NRU Series:NRU-172S-PPC-JON16-NS,A702,2136,WH01S-NTA
Total NRU-172S-PPC-JON16-NS,,,,,,,,,,1,0,1,2136,,,2136,
NRU-222S,,,,,,,,,,,,,,,,,
,Sales Order,08/18/2025,10/08/2025,,Net 60,10/17/2025,SO-20251169,612452,"Uber Technologies, Inc.",20,0,20,22420,NRU Series:NRU-222S,A800,22420,WH01S-NTA
,Sales Order,08/19/2025,10/17/2025,,Net 60,10/18/2025,SO-20251175,612452,"Uber Technologies, Inc.",20,0,20,22420,NRU Series:NRU-222S,A800,22420,WH01S-NTA
,Sales Order,08/19/2025,10/24/2025,,Net 60,10/18/2025,SO-20251176,612452,"Uber Technologies, Inc.",20,0,20,22420,NRU Series:NRU-222S,A800,22420,WH01S-NTA
,Sales Order,08/19/2025,10/24/2025,,Net 60,10/18/2025,SO-20251177,612452,"Uber Technologies, Inc.",20,0,20,22420,NRU Series:NRU-222S,A800,22420,WH01S-NTA
,Sales Order,08/19/2025,11/14/2025,,Net 60,10/18/2025,SO-20251179,612452,"Uber Technologies, Inc.",20,0,20,22420,NRU Series:NRU-222S,A800,22420,WH01S-NTA
,Sales Order,08/19/2025,11/14/2025,,Net 60,10/18/2025,SO-20251178,612452,"Uber Technologies, Inc.",25,0,25,28025,NRU Series:NRU-222S,A800,28025,WH01S-NTA
,Sales Order,09/26/2025,10/14/2025,,Prepay,09/26/2025,SO-20251369,165320,"Northbay Networks, Inc.",4,0,4,4204,NRU Series:NRU-222S,A800,4204,WH01S-NTA
Total NRU-222S,,,,,,,,,,129,0,129,144329,,,144329,
NRU-230V-AWP,,,,,,,,,,,,,,,,,
,Sales Order,06/25/2025,08/06/2025,,Prepay,06/25/2025,SO-20250911,QTD_Rotor_250623,"Rotor Technologies, Inc.",2,0,2,3284,NRU Series:NRU-230V-AWP,A702,3284,WH01S-NTA
,Sales Order,08/05/2025,10/14/2025,,Prepay,08/05/2025,SO-20251111,PC12084709,NASA-Johnson Space Center,1,0,1,1485,NRU Series:NRU-230V-AWP,A689,1485,WH01S-NTA
,Sales Order,08/07/2025,10/14/2025,,Prepay,08/07/2025,SO-20251126,PF6264,Sanctuary Cognitive Systems Corporation,2,0,2,3200,NRU Series:NRU-230V-AWP,A702,3200,WH01S-NTA
,Sales Order,08/27/2025,10/15/2025,,Prepay,08/27/2025,SO-20251222,QTD_ScoutAI_2508085,Scout AI Inc,7,0,7,11207,NRU Series:NRU-230V-AWP,A800,11207,WH01S-NTA
,Sales Order,08/27/2025,10/15/2025,,Prepay,08/27/2025,SO-20251222,QTD_ScoutAI_2508085,Scout AI Inc,9,0,9,14409,NRU Series:NRU-230V-AWP,A800,14409,WH01S-NTA
,Sales Order,09/30/2025,12/31/2025,,Prepay,09/30/2025,SO-20251385,QTD_ScoutAI_2509262,Scout AI Inc,8,0,8,13120,NRU Series:NRU-230V-AWP,A800,13120,WH01S-NTA
Total NRU-230V-AWP,,,,,,,,,,29,0,29,46705,,,46705,
NRU-230V-AWP-JAO64G,,,,,,,,,,,,,,,,,
